,DAY,DEPARTURE_TIME,FLIGHT_NUMBER,DESTINATION_AIRPORT,ORIGIN_AIRPORT,DAY_OF_WEEK,TAXI_OUT
11723,1,1901.0,4618,JAX,IAH,4,12.0
11724,1,1906.0,4713,ERI,ORD,4,25.0
11725,1,1856.0,5249,MBS,ATL,4,12.0
11726,1,1856.0,5424,CHA,ATL,4,16.0
11727,1,1906.0,5780,LIT,IAH,4,15.0
11728,1,1859.0,6137,SAV,IAH,4,12.0
11729,1,1926.0,2889,ORD,CVG,4,23.0
11730,1,2059.0,3056,SPI,DFW,4,13.0
11731,1,1856.0,3535,CMH,JFK,4,23.0
11732,1,1906.0,265,HNL,OGG,4,9.0
11733,1,1852.0,4792,PDX,SEA,4,12.0
11734,1,1909.0,6607,PHX,YUM,4,9.0
11735,1,0.0,453,BOI,DEN,4,0.0
11736,1,1859.0,505,DEN,IAD,4,9.0
11737,1,1941.0,1057,PDX,DEN,4,29.0
11738,1,1857.0,1402,DEN,MSY,4,10.0
11739,1,1900.0,6294,SFO,MFR,4,9.0
11740,1,1857.0,1166,IAH,TPA,4,9.0
11741,1,1900.0,1289,SNA,ATL,4,15.0
11742,1,1900.0,308,KOA,HNL,4,8.0
11743,1,2019.0,1172,SFO,DEN,4,72.0
11744,1,1908.0,1298,FLL,ORD,4,14.0
11745,1,1850.0,6157,ORD,CID,4,8.0
11746,1,0.0,6516,FCA,DEN,4,0.0
11747,1,1938.0,650,JAC,DEN,4,34.0
11748,1,1928.0,1348,DCA,SJU,4,17.0
11749,1,1906.0,766,MKE,ATL,4,29.0
11750,1,1926.0,340,LGA,IAH,4,23.0
11751,1,1902.0,817,CLT,TPA,4,11.0
11752,1,1858.0,1873,CLT,BUF,4,12.0
11753,1,1908.0,1898,CLT,FLL,4,13.0
11754,1,1903.0,2035,CLT,PVD,4,14.0
11755,1,1909.0,1785,HOU,BHM,4,8.0
11756,1,2005.0,1160,DEN,BNA,4,10.0
11757,1,1922.0,1150,HOU,FLL,4,15.0
11758,1,1902.0,3579,DEN,IAD,4,8.0
11759,1,1911.0,2122,SLC,LAS,4,11.0
11760,1,1951.0,3316,DAL,LAX,4,10.0
11761,1,1903.0,127,MDW,MCO,4,12.0
11762,1,1925.0,341,MKE,MCO,4,14.0
11763,1,1904.0,4969,CLE,MDW,4,5.0
11764,1,1901.0,603,BWI,ATL,4,11.0
11765,1,1925.0,282,SAN,PHX,4,11.0
11766,1,1906.0,818,ATL,RSW,4,11.0
11767,1,1900.0,259,MSY,HOU,4,11.0
11768,1,2018.0,1139,PHX,DEN,4,50.0
11769,1,1921.0,1498,BOS,EWR,4,13.0
11770,1,1901.0,1559,MIA,ORD,4,13.0
11771,1,1945.0,1681,AUS,DFW,4,14.0
11772,1,1954.0,2292,JFK,MIA,4,13.0
11773,1,1902.0,1116,LGA,TPA,4,22.0
11774,1,1927.0,1362,OMA,DFW,4,16.0
11775,1,1902.0,2024,BWI,ATL,4,21.0
11776,1,1904.0,2476,MSY,ATL,4,14.0
11777,1,1915.0,1846,BNA,ATL,4,14.0
11778,1,1904.0,1850,MSN,ATL,4,16.0
11779,1,1909.0,2571,MEI,DFW,4,18.0
11780,1,1903.0,4154,IAH,MSP,4,16.0
11781,1,1911.0,4527,EWR,IND,4,15.0
11782,1,1903.0,6174,SDF,IAH,4,27.0
11783,1,1922.0,2997,BNA,ORD,4,11.0
11784,1,1946.0,3319,CMI,ORD,4,16.0
11785,1,1858.0,3581,MIA,TLH,4,9.0
11786,1,1858.0,4791,GRB,ATL,4,19.0
11787,1,1932.0,591,PBI,IAH,4,24.0
11788,1,2027.0,1490,AUS,IAH,4,15.0
11789,1,1906.0,1549,DEN,MCO,4,12.0
11790,1,1929.0,4210,BNA,IAH,4,28.0
11791,1,1858.0,5557,CLE,ATL,4,16.0
11792,1,1926.0,5586,DFW,SFO,4,14.0
11793,1,1904.0,783,CLE,IAH,4,12.0
11794,1,1912.0,1695,LAX,IAH,4,20.0
11795,1,1915.0,4124,CLT,IAH,4,13.0
11796,1,1906.0,4536,CVG,EWR,4,18.0
11797,1,1913.0,583,SLC,DEN,4,33.0
11798,1,1907.0,4984,IAH,AUS,4,26.0
11799,1,1900.0,508,SFO,SEA,4,13.0
11800,1,1901.0,545,CLE,ORD,4,12.0
11801,1,1954.0,562,SNA,DEN,4,31.0
11802,1,0.0,1102,ORD,DEN,4,0.0
11803,1,1937.0,1191,MCO,IAH,4,14.0
11804,1,1859.0,5756,IAD,PVD,4,23.0
11805,1,1906.0,5635,SNA,SFO,4,22.0
11806,1,1908.0,913,LEX,ATL,4,13.0
11807,1,1908.0,2489,PDX,ATL,4,20.0
11808,1,1904.0,4245,EWR,SDF,4,5.0
11809,1,1915.0,221,BWI,IAH,4,12.0
11810,1,1903.0,1704,CLT,RSW,4,9.0
11811,1,1901.0,1717,CLT,PBI,4,10.0
11812,1,1933.0,1788,CLT,BOS,4,21.0
11813,1,1902.0,1928,CLT,PIT,4,9.0
11814,1,1909.0,593,SFO,PSP,4,7.0
11815,1,2010.0,538,STL,DAL,4,10.0
11816,1,1923.0,876,MDW,MCI,4,9.0
11817,1,1912.0,146,BWI,MCO,4,15.0
11818,1,1908.0,777,DEN,MKE,4,8.0
11819,1,1922.0,501,MCI,PHX,4,9.0
11820,1,2027.0,520,SJC,SAN,4,7.0
11821,1,1908.0,4721,LAX,SJC,4,10.0
11822,1,1910.0,4472,SAN,SJC,4,9.0
11823,1,1905.0,651,SJC,SNA,4,5.0
11824,1,1911.0,835,DCA,STL,4,7.0
11825,1,1938.0,628,LAS,STL,4,10.0
11826,1,1915.0,1123,ATL,TPA,4,14.0
11827,1,1905.0,499,CLT,MIA,4,19.0
11828,1,1900.0,296,DFW,SAT,4,13.0
11829,1,1906.0,220,MIA,TPA,4,16.0
11830,1,1959.0,1068,DFW,BWI,4,13.0
11831,1,1905.0,1355,MIA,BOS,4,14.0
11832,1,1910.0,1314,LAX,IND,4,11.0
11833,1,1901.0,102,SEA,ANC,4,14.0
11834,1,1859.0,611,SEA,LAS,4,19.0
11835,1,1917.0,1444,EWR,PBI,4,14.0
11836,1,1905.0,1057,SAV,ATL,4,16.0
11837,1,1910.0,1120,ORD,ATL,4,20.0
11838,1,1908.0,1124,RIC,ATL,4,17.0
11839,1,1929.0,1281,MIA,ATL,4,13.0
11840,1,1903.0,1296,PIT,ATL,4,19.0
11841,1,1909.0,2293,ELP,ATL,4,17.0
11842,1,1906.0,2303,PDX,JFK,4,63.0
11843,1,1902.0,1658,ATL,PIT,4,12.0
11844,1,1910.0,1926,MCI,ATL,4,17.0
11845,1,1920.0,4092,IAH,DAL,4,11.0
11846,1,1851.0,4234,ORD,DAY,4,8.0
11847,1,1905.0,4188,RIC,EWR,4,13.0
11848,1,1907.0,4308,SBN,EWR,4,15.0
11849,1,1905.0,4993,EYW,ATL,4,14.0
11850,1,1903.0,3029,ORD,SYR,4,7.0
11851,1,1927.0,3697,ORD,BNA,4,10.0
11852,1,1935.0,4533,GEG,LAX,4,19.0
11853,1,1907.0,5169,MKE,IAH,4,34.0
11854,1,2001.0,6492,COD,DEN,4,48.0
11855,1,1914.0,240,LAS,IAH,4,13.0
11856,1,2021.0,1249,TPA,IAH,4,17.0
11857,1,1924.0,1468,SEA,IAH,4,9.0
11858,1,1904.0,1294,HPN,MCO,4,16.0
11859,1,2008.0,4359,JAN,IAH,4,8.0
11860,1,1858.0,5737,IAD,CAE,4,12.0
11861,1,2021.0,1042,SEA,DEN,4,44.0
11862,1,1939.0,115,DEN,MSP,4,13.0
11863,1,2056.0,1047,SAN,EWR,4,18.0
11864,1,1922.0,1100,SEA,EWR,4,19.0
11865,1,1908.0,1217,DEN,TPA,4,10.0
11866,1,1915.0,205,MIA,EWR,4,20.0
11867,1,1922.0,335,DEN,IAH,4,22.0
11868,1,1911.0,1767,CLT,BDL,4,13.0
11869,1,1924.0,4746,LAS,ATL,4,17.0
11870,1,1936.0,1680,STL,ATL,4,16.0
11871,1,1937.0,204,LAX,AUS,4,11.0
11872,1,1913.0,1070,ECP,BNA,4,9.0
11873,1,1912.0,2516,FLL,BNA,4,8.0
11874,1,1914.0,4995,JAX,BNA,4,10.0
11875,1,1910.0,699,MSY,BNA,4,11.0
11876,1,1910.0,2686,TPA,BNA,4,6.0
11877,1,1917.0,2560,MCI,BOS,4,14.0
11878,1,1951.0,4387,ATL,BWI,4,10.0
11879,1,1912.0,896,ISP,BWI,4,10.0
11880,1,1906.0,1978,MCO,CMH,4,9.0
11881,1,2249.0,156,MSY,DAL,4,11.0
11882,1,1923.0,4743,ABQ,LAS,4,8.0
11883,1,1941.0,650,MCI,LAX,4,9.0
11884,1,1921.0,1375,PHX,LAX,4,5.0
11885,1,1955.0,668,MCI,MDW,4,7.0
11886,1,2003.0,1164,MCO,MDW,4,7.0
11887,1,1934.0,734,TUS,MDW,4,24.0
11888,1,1911.0,1004,DEN,MSY,4,8.0
11889,1,1914.0,1194,MCO,PIT,4,7.0
11890,1,1916.0,1122,SNA,SMF,4,9.0
11891,1,1929.0,214,DEN,PHX,4,12.0
11892,1,1914.0,404,PHX,SJC,4,12.0
11893,1,1916.0,421,PHX,RNO,4,10.0
11894,1,2035.0,47,SJC,ORD,4,18.0
11895,1,2046.0,346,LGA,ORD,4,16.0
11896,1,2115.0,1535,DFW,MCI,4,17.0
11897,1,1911.0,1561,EWR,DFW,4,18.0
11898,1,1917.0,2212,STL,DFW,4,20.0
11899,1,1939.0,2238,BOS,DFW,4,14.0
11900,1,1915.0,326,SJC,SEA,4,14.0
11901,1,1903.0,469,FLL,BOS,4,11.0
11902,1,1922.0,482,SJU,JFK,4,21.0
11903,1,1909.0,1976,LGA,MCO,4,13.0
11904,1,1910.0,2427,LAS,LAX,4,15.0
11905,1,1914.0,2635,SEA,ATL,4,19.0
11906,1,1905.0,1485,CHS,ATL,4,38.0
11907,1,1913.0,1742,FAY,ATL,4,13.0
11908,1,1912.0,2387,MIA,JFK,4,15.0
11909,1,1912.0,176,BDL,SJU,4,16.0
11910,1,2045.0,2518,BTR,DFW,4,21.0
11911,1,1909.0,4238,MOB,IAH,4,13.0
11912,1,1912.0,4278,MHT,ORD,4,14.0
11913,1,1915.0,4683,LFT,IAH,4,23.0
11914,1,1905.0,4869,FAR,ATL,4,14.0
11915,1,1913.0,5244,HSV,ATL,4,11.0
11916,1,1911.0,5587,SCE,ATL,4,20.0
11917,1,1903.0,5939,IAD,BUF,4,28.0
11918,1,1925.0,392,ITO,HNL,4,19.0
11919,1,2047.0,2867,DFW,LRD,4,5.0
11920,1,1909.0,2986,ORD,DTW,4,17.0
11921,1,1932.0,3108,ORD,GRR,4,18.0
11922,1,1942.0,906,DTW,IAH,4,19.0
11923,1,1911.0,5451,SMF,SFO,4,15.0
11924,1,1924.0,1193,PHL,IAH,4,18.0
11925,1,1922.0,1258,SAT,IAH,4,17.0
11926,1,1914.0,1564,ORD,SFO,4,17.0
11927,1,1915.0,496,PHX,SMF,4,9.0
11928,1,1914.0,1089,DCA,BOS,4,15.0
11929,1,1916.0,4595,MEM,IAH,4,16.0
11930,1,2032.0,191,DEN,FAR,4,11.0
11931,1,1912.0,599,LAX,LAS,4,16.0
11932,1,1918.0,741,SFO,ORD,4,13.0
11933,1,1917.0,3948,ORD,LAN,4,5.0
11934,1,1911.0,5805,IAH,MFE,4,9.0
11935,1,1917.0,4350,BHM,IAH,4,28.0
11936,1,1931.0,651,DEN,BMI,4,8.0
11937,1,1920.0,195,HNL,OGG,4,8.0
11938,1,1922.0,1232,HNL,LAX,4,12.0
11939,1,1925.0,1496,IAH,SEA,4,18.0
11940,1,1927.0,251,DEN,IAH,4,22.0
11941,1,1911.0,632,PHX,SAN,4,15.0
11942,1,1931.0,892,CLT,MCO,4,19.0
11943,1,1906.0,1741,DCA,TPA,4,15.0
11944,1,1915.0,942,LAX,SFO,4,9.0
11945,1,1936.0,574,MDW,BOS,4,11.0
11946,1,1919.0,164,SMF,BUR,4,10.0
11947,1,1917.0,2082,BUF,BWI,4,9.0
11948,1,1947.0,4986,BWI,CLT,4,17.0
11949,1,2118.0,682,RNO,DEN,4,23.0
11950,1,2035.0,453,PHX,LAS,4,9.0
11951,1,1941.0,1206,LAS,LAX,4,12.0
11952,1,1913.0,4561,OAK,LAX,4,5.0
11953,1,1946.0,747,DCA,MDW,4,7.0
11954,1,1931.0,1240,HOU,MDW,4,10.0
11955,1,1932.0,416,SFO,MDW,4,6.0
11956,1,1915.0,3403,BWI,MSY,4,8.0
11957,1,1936.0,600,SNA,SFO,4,10.0
11958,1,1920.0,2959,LAS,SJC,4,8.0
11959,1,1949.0,1353,OAK,SLC,4,11.0
11960,1,1925.0,139,LAS,SMF,4,8.0
11961,1,1957.0,1107,TPA,STL,4,7.0
11962,1,1934.0,3929,BNA,TPA,4,8.0
11963,1,2047.0,1062,SAN,DEN,4,33.0
11964,1,2356.0,102,DFW,HNL,4,17.0
11965,1,2043.0,1491,DFW,DEN,4,46.0
11966,1,2041.0,2256,ELP,DFW,4,21.0
11967,1,2017.0,2280,MSY,DFW,4,19.0
11968,1,1920.0,2312,MIA,MCO,4,13.0
11969,1,1922.0,2435,PHX,DFW,4,18.0
11970,1,1919.0,893,HNL,SEA,4,22.0
11971,1,1912.0,321,PBI,BOS,4,16.0
11972,1,1909.0,749,TPA,DCA,4,12.0
11973,1,1918.0,507,TPA,ATL,4,13.0
11974,1,1919.0,888,MSP,ATL,4,19.0
11975,1,1918.0,1347,CMH,ATL,4,16.0
11976,1,1919.0,1385,SJU,ATL,4,14.0
11977,1,1925.0,2265,SFO,ATL,4,18.0
11978,1,1917.0,2502,RDU,ATL,4,22.0
11979,1,1920.0,1638,DCA,ATL,4,14.0
11980,1,1918.0,3805,IAD,ORF,4,9.0
11981,1,1920.0,4545,MLU,IAH,4,32.0
11982,1,1921.0,5095,GTR,ATL,4,15.0
11983,1,1931.0,664,DEN,SFO,4,15.0
11984,1,1918.0,387,HNL,KOA,4,7.0
11985,1,1956.0,2992,ORD,IND,4,18.0
11986,1,1912.0,3297,ORD,TOL,4,20.0
11987,1,1936.0,3500,ORD,OMA,4,15.0
11988,1,1936.0,3645,SUX,ORD,4,18.0
11989,1,1920.0,5159,PIT,IAH,4,27.0
11990,1,1918.0,5475,DEN,MKE,4,12.0
11991,1,1907.0,6622,PHX,SBA,4,9.0
11992,1,1925.0,1430,EWR,ORD,4,14.0
11993,1,1920.0,687,LAX,BOS,4,14.0
11994,1,1920.0,1635,LGB,SFO,4,10.0
11995,1,1946.0,135,PHX,JFK,4,20.0
11996,1,1928.0,587,DEN,TYS,4,10.0
11997,1,1958.0,813,DFW,TPA,4,10.0
11998,1,2154.0,1704,MIA,IAH,4,14.0
11999,1,1930.0,1352,ICT,ATL,4,18.0
12000,1,1915.0,5434,ORD,MKG,4,8.0
12001,1,1918.0,4995,SFO,LAS,4,16.0
12002,1,1917.0,1774,CLT,BWI,4,31.0
12003,1,1921.0,2087,CLT,DTW,4,11.0
12004,1,1931.0,717,SFO,DAL,4,10.0
12005,1,1922.0,1728,HOU,JAX,4,9.0
12006,1,1930.0,2796,DAL,MCI,4,6.0
12007,1,1925.0,320,HOU,MCO,4,18.0
12008,1,1947.0,2571,EWR,MDW,4,8.0
12009,1,1935.0,4482,LAX,MDW,4,11.0
12010,1,1925.0,815,PDX,MDW,4,25.0
12011,1,1934.0,433,PHX,MDW,4,17.0
12012,1,1948.0,476,SEA,MDW,4,20.0
12013,1,1929.0,514,BWI,MHT,4,11.0
12014,1,1921.0,4988,OAK,PHX,4,13.0
12015,1,1928.0,4788,ALB,TPA,4,9.0
12016,1,1940.0,1672,EWR,HOU,4,8.0
12017,1,1938.0,1243,DEN,SFO,4,13.0
12018,1,1920.0,1221,ORD,MCO,4,15.0
12019,1,1941.0,1396,MCI,DFW,4,20.0
12020,1,1920.0,368,SMF,SEA,4,13.0
12021,1,1932.0,645,SEA,PHX,4,15.0
12022,1,1919.0,814,HPN,FLL,4,15.0
12023,1,1925.0,990,CVG,ATL,4,21.0
12024,1,1923.0,4408,OMA,IAH,4,23.0
12025,1,1922.0,5585,SHV,ATL,4,17.0
12026,1,1929.0,5769,IAD,LGA,4,6.0
12027,1,2011.0,1013,ATL,MCO,4,10.0
12028,1,1943.0,2938,FWA,DFW,4,20.0
12029,1,1941.0,3106,DFW,TYR,4,6.0
12030,1,1925.0,3254,SAV,DFW,4,14.0
12031,1,1920.0,3498,COS,SEA,4,11.0
12032,1,1923.0,4544,SMF,LAX,4,15.0
12033,1,1929.0,363,IAD,BOS,4,14.0
12034,1,1928.0,738,LAX,SFO,4,16.0
12035,1,1946.0,4326,EWR,CLT,4,17.0
12036,1,1921.0,5294,CLD,LAX,4,17.0
12037,1,1938.0,2155,LAX,ATL,4,15.0
12038,1,1927.0,698,LGA,MCO,4,17.0
12039,1,1935.0,4758,ORD,GRR,4,14.0
12040,1,1927.0,6428,DEN,BOI,4,15.0
12041,1,1918.0,6445,LAX,PSP,4,10.0
12042,1,1932.0,1262,ORD,EWR,4,16.0
12043,1,1924.0,2577,FLL,JFK,4,16.0
12044,1,1930.0,4749,CLT,EWR,4,16.0
12045,1,1932.0,314,HNL,LIH,4,8.0
12046,1,1923.0,6341,SAN,LAX,4,16.0
12047,1,1922.0,1740,PHL,RSW,4,14.0
12048,1,1927.0,1807,PHL,MIA,4,30.0
12049,1,1920.0,1895,PHL,TPA,4,10.0
12050,1,1937.0,1955,PHX,PHL,4,11.0
12051,1,1927.0,2022,PHL,FLL,4,11.0
12052,1,1931.0,2057,PHL,PBI,4,9.0
12053,1,1922.0,2128,BOS,DCA,4,8.0
12054,1,1927.0,99,LAX,IAD,4,11.0
12055,1,1952.0,653,MCO,BNA,4,9.0
12056,1,1939.0,2775,OAK,BOI,4,8.0
12057,1,1926.0,790,MCO,BWI,4,10.0
12058,1,2039.0,3303,ATL,DEN,4,42.0
12059,1,2004.0,335,BNA,DEN,4,30.0
12060,1,2027.0,3843,DTW,DEN,4,30.0
12061,1,2030.0,1348,IND,DEN,4,28.0
12062,1,2016.0,868,MSP,DEN,4,29.0
12063,1,2032.0,846,MSY,DEN,4,30.0
12064,1,1930.0,999,CAK,LGA,4,14.0
12065,1,1942.0,2057,LAX,MCI,4,10.0
12066,1,1947.0,467,MHT,MCO,4,19.0
12067,1,1933.0,935,DEN,MDW,4,15.0
12068,1,1948.0,2024,LAS,MDW,4,6.0
12069,1,1937.0,2500,SAN,MDW,4,23.0
12070,1,1957.0,809,STL,MSP,4,15.0
12071,1,1919.0,1053,DAL,MSY,4,10.0
12072,1,1930.0,554,FLL,MSY,4,5.0
12073,1,2023.0,475,STL,RDU,4,6.0
12074,1,1949.0,171,PHX,SAN,4,7.0
12075,1,1935.0,1426,CMH,STL,4,10.0
12076,1,1934.0,263,DTW,STL,4,8.0
12077,1,1933.0,166,GRR,STL,4,6.0
12078,1,1946.0,2527,PHL,STL,4,8.0
12079,1,1932.0,529,RDU,STL,4,8.0
12080,1,2022.0,863,DEN,TUL,4,9.0
12081,1,1947.0,1685,STL,HOU,4,9.0
12082,1,1957.0,1091,ORD,IAH,4,12.0
12083,1,2000.0,1466,PHX,EWR,4,18.0
12084,1,2009.0,1628,SFO,EWR,4,13.0
12085,1,1928.0,545,PHX,SNA,4,9.0
12086,1,1945.0,1302,DFW,RDU,4,12.0
12087,1,1945.0,1425,DFW,IAD,4,26.0
12088,1,1922.0,1598,MIA,EWR,4,17.0
12089,1,1934.0,21,SEA,ORD,4,21.0
12090,1,1929.0,129,FAI,SEA,4,17.0
12091,1,1925.0,105,ORD,JFK,4,28.0
12092,1,1930.0,225,TPA,JFK,4,19.0
12093,1,1935.0,1572,IAH,ATL,4,16.0
12094,1,1951.0,1676,ORF,ATL,4,13.0
12095,1,1925.0,1768,CHO,ATL,4,16.0
12096,1,1928.0,161,SMF,JFK,4,20.0
12097,1,2242.0,2524,SHV,DFW,4,21.0
12098,1,1933.0,3964,RIC,ORD,4,12.0
12099,1,1930.0,4430,SAV,EWR,4,19.0
12100,1,1925.0,4894,RAP,ATL,4,18.0
12101,1,1927.0,4748,EWR,DCA,4,18.0
12102,1,1925.0,4878,LNK,ATL,4,25.0
12103,1,1919.0,6141,IAD,GSO,4,13.0
12104,1,2120.0,1355,IAD,TPA,4,11.0
12105,1,1922.0,266,DEN,SNA,4,9.0
12106,1,1937.0,371,HNL,ITO,4,9.0
12107,1,0.0,3034,JLN,DFW,4,0.0
12108,1,1927.0,3003,ORD,MSN,4,8.0
12109,1,2053.0,2590,LAX,SAN,4,12.0
12110,1,2033.0,2641,ICT,ORD,4,16.0
12111,1,1930.0,6329,ACV,SFO,4,18.0
12112,1,1925.0,6352,TUS,SFO,4,17.0
12113,1,2052.0,4333,TUL,EWR,4,18.0
12114,1,1927.0,1618,EWR,TPA,4,9.0
12115,1,1932.0,112,OGG,HNL,4,14.0
12116,1,1937.0,1053,ORD,DTW,4,9.0
12117,1,1943.0,137,MCO,BDL,4,8.0
12118,1,1914.0,2659,JFK,FLL,4,15.0
12119,1,1942.0,408,DEN,LAX,4,13.0
12120,1,1925.0,4422,EWR,SAV,4,9.0
12121,1,1929.0,5686,IAD,BDL,4,10.0
12122,1,1936.0,6063,DEN,ABQ,4,31.0
12123,1,1930.0,868,DFW,LAX,4,9.0
12124,1,1936.0,226,DEN,DSM,4,13.0
12125,1,1942.0,1779,CLT,PHL,4,20.0
12126,1,1940.0,1809,PHX,ONT,4,10.0
12127,1,1951.0,2008,PHL,MCO,4,22.0
12128,1,1921.0,2028,CLT,RIC,4,14.0
12129,1,1954.0,442,RSW,ORD,4,15.0
12130,1,1924.0,759,SFO,SEA,4,11.0
12131,1,2034.0,1668,LAS,BWI,4,23.0
12132,1,2011.0,837,GEG,DEN,4,25.0
12133,1,2008.0,931,MCI,DEN,4,31.0
12134,1,2136.0,126,MKE,DEN,4,22.0
12135,1,2024.0,1859,STL,DEN,4,24.0
12136,1,1931.0,1003,PHL,FLL,4,13.0
12137,1,2008.0,3658,DCA,HOU,4,8.0
12138,1,2026.0,311,LAX,LAS,4,10.0
12139,1,2013.0,1758,OMA,LAS,4,10.0
12140,1,1929.0,1517,BDL,MCO,4,11.0
12141,1,2021.0,177,BOI,OAK,4,9.0
12142,1,2015.0,327,GEG,OAK,4,10.0
12143,1,1948.0,3414,SAN,SFO,4,7.0
12144,1,1944.0,2602,AUS,SJC,4,8.0
12145,1,2059.0,857,PHX,SLC,4,8.0
12146,1,1946.0,489,OAK,SNA,4,7.0
12147,1,1935.0,389,MSP,STL,4,9.0
12148,1,2014.0,717,HOU,TPA,4,10.0
12149,1,2025.0,614,PDX,OAK,4,8.0
12150,1,1930.0,894,SAN,OAK,4,10.0
12151,1,2030.0,148,SEA,OAK,4,13.0
12152,1,2006.0,49,SAN,DFW,4,15.0
12153,1,2017.0,1388,BWI,DFW,4,13.0
12154,1,1935.0,1617,LAX,ORD,4,15.0
12155,1,2001.0,2227,MIA,IAH,4,16.0
12156,1,1932.0,2383,SNA,ORD,4,11.0
12157,1,1938.0,2403,SAT,DFW,4,12.0
12158,1,2035.0,341,SEA,SFO,4,14.0
12159,1,1925.0,598,SAN,PDX,4,10.0
12160,1,1931.0,630,PHX,SEA,4,16.0
12161,1,1930.0,640,PHX,PDX,4,10.0
12162,1,1930.0,678,DEN,SEA,4,9.0
12163,1,1930.0,862,BOS,SJU,4,10.0
12164,1,1929.0,855,SLC,DTW,4,25.0
12165,1,1930.0,1209,GSP,ATL,4,17.0
12166,1,1927.0,2054,FLL,SJU,4,16.0
12167,1,1953.0,1684,SJC,ATL,4,15.0
12168,1,1933.0,1855,LGA,DTW,4,12.0
12169,1,1931.0,5043,AGS,ATL,4,17.0
12170,1,1925.0,5744,PVD,ORD,4,15.0
12171,1,1929.0,6078,DEN,CID,4,8.0
12172,1,2117.0,822,MCI,DEN,4,28.0
12173,1,1943.0,2785,ORD,DSM,4,9.0
12174,1,2003.0,3085,DFW,TYS,4,13.0
12175,1,1955.0,2976,DFW,OKC,4,33.0
12176,1,1921.0,3403,DFW,HOU,4,9.0
12177,1,1933.0,3383,XNA,ORD,4,11.0
12178,1,1931.0,3585,ORD,CMH,4,29.0
12179,1,1925.0,2617,LAX,FAT,4,5.0
12180,1,0.0,6206,DEN,PHX,4,0.0
12181,1,1956.0,6217,BFL,SFO,4,22.0
12182,1,1947.0,2638,DEN,LAX,4,13.0
12183,1,1924.0,4806,OAK,LAX,4,16.0
12184,1,1934.0,1370,MIA,DTW,4,26.0
12185,1,1946.0,2216,ABQ,ATL,4,10.0
12186,1,1929.0,4212,IAD,TYS,4,11.0
12187,1,1926.0,4352,EWR,CVG,4,13.0
12188,1,2039.0,221,DEN,AUS,4,11.0
12189,1,1925.0,6340,COS,SFO,4,22.0
12190,1,1934.0,4554,TYS,IAH,4,25.0
12191,1,1949.0,6026,SCE,ORD,4,11.0
12192,1,1929.0,277,SNA,SFO,4,13.0
12193,1,1936.0,358,PDX,SFO,4,17.0
12194,1,2127.0,530,ALB,ORD,4,15.0
12195,1,1932.0,5807,EWR,CMH,4,9.0
12196,1,1931.0,5358,LAX,SBA,4,33.0
12197,1,2058.0,308,BWI,DEN,4,51.0
12198,1,2003.0,365,PIT,DEN,4,51.0
12199,1,1936.0,634,PIT,PHX,4,12.0
12200,1,1955.0,2034,CLT,RDU,4,24.0
12201,1,1951.0,636,PIT,ORD,4,12.0
12202,1,1939.0,376,CAK,BOS,4,13.0
12203,1,1942.0,2762,BNA,JAX,4,7.0
12204,1,2011.0,656,PDX,LAS,4,15.0
12205,1,2000.0,879,SJC,LAS,4,14.0
12206,1,1937.0,3142,BUR,OAK,4,14.0
12207,1,1944.0,2871,LAX,PHX,4,11.0
12208,1,1954.0,4903,SFO,PHX,4,12.0
12209,1,2014.0,2102,DEN,SAN,4,8.0
12210,1,1946.0,167,LAS,SAT,4,8.0
12211,1,1931.0,1126,BWI,SDF,4,6.0
12212,1,1941.0,4918,ONT,SJC,4,10.0
12213,1,1935.0,1683,SNA,SJC,4,7.0
12214,1,2008.0,588,MEM,HOU,4,6.0
12215,1,2136.0,1114,BOS,DEN,4,63.0
12216,1,1948.0,1411,DEN,ORD,4,16.0
12217,1,1937.0,486,ORD,PHX,4,15.0
12218,1,1938.0,500,IND,PHX,4,16.0
12219,1,1936.0,548,MKE,PHX,4,23.0
12220,1,26.0,1091,DFW,PHX,4,16.0
12221,1,2040.0,2368,DFW,MSY,4,12.0
12222,1,2119.0,2324,TUL,DFW,4,16.0
12223,1,1936.0,149,ANC,LAX,4,27.0
12224,1,1933.0,469,SEA,LAX,4,32.0
12225,1,1935.0,524,BUR,SEA,4,20.0
12226,1,1941.0,2489,LAX,DFW,4,15.0
12227,1,1944.0,993,DEN,BOS,4,18.0
12228,1,1937.0,1271,FLL,LGA,4,12.0
12229,1,1941.0,1276,BHM,ATL,4,14.0
12230,1,1950.0,1309,AUS,ATL,4,17.0
12231,1,2054.0,1436,BWI,DTW,4,11.0
12232,1,1937.0,1998,MCI,DTW,4,13.0
12233,1,1936.0,2289,AVL,ATL,4,13.0
12234,1,1939.0,2597,CLT,DTW,4,34.0
12235,1,2013.0,1690,TUS,ATL,4,14.0
12236,1,1945.0,4184,GUC,DEN,4,46.0
12237,1,1938.0,4473,TVC,ORD,4,14.0
12238,1,1936.0,5298,EWR,DTW,4,27.0
12239,1,2133.0,5906,FAR,DEN,4,58.0
12240,1,0.0,6155,ISN,DEN,4,0.0
12241,1,2022.0,910,TTN,DTW,4,7.0
12242,1,1942.0,166,MSN,DEN,4,33.0
12243,1,1935.0,2819,CWA,ORD,4,16.0
12244,1,1935.0,2895,MHK,ORD,4,14.0
12245,1,1940.0,3252,ROC,ORD,4,14.0
